Customer_ID,Churn,Age,Gender,Income,Contract_Length,Plan_Type,Monthly_Charges,Call_Minutes,Data_Usage,Text_Messages,Roaming_Usage,Service_Calls,Payment_Method,Late_Payments,Satisfaction_Rating,Complaints,Contract_End_Date,Auto_Renewal,Data_Plan_Price,Contract_Changes,Device_Type
942,false,23,Female,95,64,postpaid,92,46,31,58,89,92,credit card,13,5,65,8/16/2025,false,70,35,smartphone
943,true,69,Female,12,14,postpaid,71,77,72,27,63,68,credit card,95,4,4,10/29/2022,true,4,86,tablet
944,true,30,Female,84,7,prepaid,73,69,40,21,46,86,bank transfer,13,4,51,12/2/2025,true,56,96,feature phone
945,false,74,Male,70,35,prepaid,40,88,28,37,16,17,bank transfer,67,2,13,9/27/2023,true,53,68,smartphone
946,true,53,Female,61,17,postpaid,73,76,95,5,80,11,debit card,8,5,71,2/8/2024,true,25,97,smartphone
947,true,33,Bigender,35,42,prepaid,85,84,76,50,85,23,bank transfer,16,3,70,10/27/2024,true,19,30,tablet
948,true,69,Polygender,88,69,postpaid,73,11,98,86,96,60,bank transfer,60,5,22,2/15/2024,false,29,96,feature phone
949,false,79,Female,36,11,prepaid,22,91,17,45,26,86,bank transfer,76,4,8,11/16/2024,false,8,14,feature phone
950,true,43,Genderqueer,43,72,prepaid,47,30,58,58,19,76,debit card,21,5,26,5/9/2022,false,12,72,feature phone
951,true,25,Female,68,69,prepaid,99,23,87,17,18,63,bank transfer,96,3,81,6/25/2023,true,54,48,tablet
952,false,42,Male,15,71,prepaid,60,21,25,46,50,17,credit card,77,5,23,8/30/2022,true,18,41,feature phone
953,true,60,Female,42,67,prepaid,23,94,33,82,50,5,credit card,73,2,12,1/7/2024,false,98,71,tablet
954,false,78,Male,18,3,postpaid,25,97,73,84,98,27,bank transfer,18,3,11,1/16/2025,false,85,97,smartphone
955,false,71,Female,87,99,prepaid,30,64,26,4,75,35,bank transfer,68,4,92,8/23/2024,false,44,50,tablet
956,false,61,Male,28,16,prepaid,59,49,40,20,41,48,credit card,76,2,28,2/10/2025,false,10,58,smartphone
957,false,37,Male,8,21,postpaid,9,74,57,41,21,99,debit card,53,3,92,10/16/2025,false,1,5,feature phone
958,false,72,Male,6,90,prepaid,8,15,33,15,54,23,bank transfer,74,5,87,6/9/2024,false,76,15,feature phone
959,true,56,Female,58,51,prepaid,58,26,58,85,34,39,bank transfer,44,1,41,9/2/2022,false,12,14,tablet
960,true,70,Female,83,20,postpaid,53,65,14,44,99,16,credit card,3,5,45,1/3/2024,true,18,18,feature phone
961,false,59,Male,34,53,prepaid,39,4,60,38,93,2,bank transfer,26,1,27,11/27/2024,false,64,8,smartphone
962,false,56,Male,84,97,postpaid,59,59,76,93,10,42,credit card,40,3,31,1/22/2023,false,39,38,smartphone
963,true,32,Female,8,43,prepaid,37,7,15,79,61,32,bank transfer,54,3,92,3/28/2023,true,59,99,smartphone
964,true,74,Female,20,67,postpaid,87,64,95,79,53,44,credit card,17,3,54,2/10/2023,false,59,70,feature phone
965,false,54,Female,7,76,prepaid,41,75,94,71,14,21,credit card,27,5,2,4/15/2025,false,1,69,smartphone
966,true,32,Female,69,13,prepaid,22,6,74,98,43,44,bank transfer,52,5,91,2/12/2022,true,33,92,smartphone
967,false,79,Female,96,13,postpaid,11,66,57,14,13,7,bank transfer,36,4,20,10/18/2022,true,27,45,smartphone
968,false,79,Female,50,81,prepaid,24,12,34,14,85,48,credit card,61,3,4,2/7/2024,true,95,47,tablet
969,false,32,Agender,33,74,postpaid,82,86,86,80,38,85,bank transfer,27,4,49,10/3/2022,false,58,15,tablet
970,false,49,Female,12,90,postpaid,37,20,43,40,88,79,credit card,5,3,78,1/19/2024,false,46,100,feature phone
971,true,66,Male,82,34,postpaid,83,58,49,93,40,30,credit card,83,3,87,2/26/2024,true,56,1,feature phone
972,true,23,Female,10,97,prepaid,35,35,73,100,70,59,bank transfer,6,1,79,10/16/2023,false,54,74,smartphone
973,false,26,Male,99,31,postpaid,91,93,7,6,59,76,bank transfer,3,1,28,8/26/2023,false,47,24,tablet
974,true,64,Female,59,32,prepaid,14,65,95,87,50,15,credit card,5,5,10,12/17/2023,true,7,5,feature phone
975,false,26,Non-binary,3,39,postpaid,62,29,32,28,37,37,debit card,47,2,91,7/9/2024,true,95,27,tablet
976,false,83,Male,5,73,postpaid,90,75,15,98,31,65,debit card,80,4,7,3/13/2023,true,64,56,feature phone
977,false,55,Genderqueer,3,82,prepaid,89,21,93,94,25,2,bank transfer,78,3,80,3/26/2022,true,94,42,feature phone
978,true,57,Male,84,31,prepaid,5,57,62,14,31,32,credit card,96,5,51,12/27/2024,true,94,24,smartphone
979,false,34,Polygender,23,31,postpaid,73,77,20,27,15,30,bank transfer,91,3,53,9/9/2023,false,50,100,feature phone
980,true,29,Female,53,94,prepaid,39,60,95,6,78,91,credit card,55,3,19,12/27/2023,true,92,72,tablet
981,false,53,Male,10,31,postpaid,22,57,6,51,62,95,credit card,3,5,90,6/25/2023,false,67,81,smartphone
982,true,52,Female,50,74,prepaid,2,56,79,34,11,10,bank transfer,10,4,34,10/22/2022,true,40,96,smartphone
983,false,29,Female,83,35,postpaid,5,49,12,67,74,86,credit card,96,5,23,6/17/2025,true,52,49,feature phone
984,false,59,Female,40,18,prepaid,38,15,8,56,92,60,debit card,90,3,42,10/14/2025,true,86,53,feature phone
985,true,30,Female,21,25,postpaid,95,39,34,31,31,67,bank transfer,61,3,96,12/16/2023,false,94,47,feature phone
986,true,68,Male,42,86,prepaid,85,49,27,46,91,43,credit card,89,2,98,12/11/2023,false,7,63,smartphone
987,false,64,Female,21,100,postpaid,52,40,81,37,12,96,bank transfer,89,2,39,11/5/2022,false,82,98,tablet
988,false,43,Female,39,82,prepaid,61,55,66,61,48,95,bank transfer,53,5,56,8/16/2025,false,32,54,tablet
989,false,26,Female,51,80,prepaid,38,21,99,28,94,29,bank transfer,8,4,2,2/11/2022,false,57,73,smartphone
990,true,38,Male,70,15,prepaid,9,72,86,100,86,88,bank transfer,47,1,54,1/6/2022,true,32,76,feature phone
991,true,78,Male,46,10,prepaid,36,64,95,22,18,53,bank transfer,84,5,13,2/16/2023,true,19,91,tablet
992,true,60,Female,77,77,postpaid,91,2,55,24,57,28,bank transfer,6,2,17,4/19/2024,false,69,99,tablet
993,false,83,Non-binary,94,78,postpaid,5,29,75,99,2,93,credit card,5,5,42,12/12/2024,true,65,64,smartphone
994,true,66,Female,31,64,postpaid,6,75,59,33,65,32,debit card,36,4,65,3/14/2025,true,70,89,smartphone
995,false,85,Male,79,2,prepaid,82,19,62,93,79,79,debit card,36,1,32,7/31/2024,false,65,66,smartphone
996,false,63,Male,47,29,prepaid,19,78,96,17,92,83,credit card,97,1,66,2/15/2023,true,70,12,tablet
997,true,36,Bigender,84,72,prepaid,5,26,37,88,4,95,bank transfer,71,5,88,10/4/2025,true,30,72,feature phone
998,true,45,Male,93,56,prepaid,39,10,31,94,55,72,debit card,23,3,87,2/27/2025,false,70,48,smartphone
999,true,71,Female,89,8,postpaid,84,45,31,17,93,30,credit card,96,3,25,12/25/2022,false,61,52,tablet
1000,false,71,Male,8,56,prepaid,81,88,44,39,56,46,debit card,61,2,51,3/12/2024,true,35,31,tablet
